teamname1,teamname2,kill1,kill2,baronkill1,baronkill2,death1,death2,dragonkills1,dragonkills2,golds1,golds2,assists1,assists2,towerkills1,towerkills2,team_1_win,team_2_win,name_1_country,name_2_country,scheduleid,game_date
P1,DIG,10,10,0,1,10,10,2,2,66904,64745,34,30,8,4,3,0,US,US,12149,2015-08-09
WE,VG,22,7,1,0,7,22,3,0,46200,34900,49,11,4,2,2,0,CN,CN,12685,2015-11-28
PRO,FSE,16,7,1,1,7,16,2,2,63824,51569,41,15,10,3,2,0,US,US,1274,2014-11-17
SSB,C9,7,29,0,1,29,7,0,4,44665,66917,12,61,3,10,3,1,KR,US,1418,2014-10-04
RNG,2144D,23,6,0,0,6,23,2,1,56400,38200,50,7,7,2,3,0,CN,CN,10673,2015-06-01
JAG,KT,11,10,2,0,10,11,4,2,82300,82975,36,29,8,9,1,3,KR,KR,12337,2015-09-05
CLB,F5,11,25,1,1,25,11,1,5,64327,79894,22,56,3,10,0,2,US,US,1275,2014-11-23
UP,SS,7,17,0,0,17,7,0,2,38000,50300,23,46,4,10,0,2,CN,CN,12686,2015-11-28
KT,ROX,11,7,1,0,7,11,1,2,55498,48708,27,20,7,3,1,3,KR,KR,12646,2015-10-18
UOL,ROC,22,12,0,0,12,22,4,1,72137,63661,57,29,9,5,3,2,EU,EU,12079,2015-08-09
HKE,AHQ,14,20,1,1,20,14,0,4,60786,65877,49,52,6,8,0,3,TW,TW,11933,2015-07-26
RG,SKP,3,29,0,1,29,3,0,3,43235,66974,4,74,4,10,2,1,GB,EU,1288,2014-11-23
EPC,YG,12,26,0,0,26,12,0,5,69900,81500,39,77,2,9,0,3,CN,CN,10675,2015-06-01
Newbee,SS,16,8,2,0,8,16,3,2,70858,64761,53,21,9,4,1,1,CN,CN,2521,2015-07-26
CA,COW,17,6,1,0,6,17,4,0,60191,41852,40,10,9,2,2,0,US,US,1277,2014-11-23
DIG,Newbee,16,10,1,0,10,16,1,2,56500,50200,35,18,8,2,1,2,US,CN,13033,2015-12-19
WE,Newbee（原）,17,9,0,0,10,17,0,0,58415,43040,41,15,0,0,3,0,CN,,12265,2015-08-11
RYL,EDG,14,6,1,0,6,14,4,0,63718,48126,32,15,9,4,3,2,CN,CN,1419,2014-10-05
F5,FSN,23,41,0,3,41,23,3,5,87129,97480,47,83,11,6,2,3,US,US,1282,2014-12-13
M3,VG,6,14,0,2,14,6,1,5,70033,86603,17,42,4,11,1,1,CN,CN,2522,2015-07-26
H2K,C9,7,18,0,1,18,7,0,3,49800,56900,14,50,5,9,2,1,EU,US,13034,2015-12-19
Midas FIO,SSW,5,24,0,0,24,5,0,0,30661,51454,9,59,0,0,0,2,KR,KR,1613,2014-04-04
UP,M3,18,6,0,0,6,18,2,2,71288,59097,48,9,7,3,1,1,CN,CN,2498,2015-07-05
LGD,OMD,11,3,0,0,3,11,3,0,43900,32200,28,8,7,1,3,0,CN,CN,10678,2015-06-08
WE,RNG,17,9,2,0,9,17,3,2,73149,63961,54,29,11,4,2,0,CN,CN,2523,2015-07-26
OMG,M3,15,14,0,3,14,15,2,4,79370,80421,43,39,9,7,3,0,CN,CN,12280,2015-08-11
SS,IG,7,20,0,2,20,7,2,4,68258,83314,19,57,4,10,0,2,CN,CN,2545,2015-08-09
AHQ,HKE,26,14,0,1,14,26,5,1,69792,64263,63,43,8,3,3,0,TW,HK,1148,2015-04-10
KDM,OMG,5,13,0,2,13,5,3,2,64783,73367,13,31,5,8,0,3,KR,CN,1420,2014-10-06
IG,OMG,16,13,1,1,13,16,3,2,75858,67933,51,38,11,3,1,1,CN,CN,2524,2015-07-26
SS,EDG,2,18,0,0,18,2,0,3,29823,38957,7,41,3,5,0,2,CN,CN,2499,2015-07-05
FNC,Newbee,24,10,0,0,10,24,3,1,65800,51900,76,26,8,2,1,2,EU,CN,13035,2015-12-20
SSW,SKT,13,0,0,0,1,13,0,0,48650,33557,35,0,0,0,3,1,KR,KR,1627,2014-04-16
KT,JAG,13,0,1,0,0,13,3,0,52616,40362,33,0,10,3,2,0,KR,KR,11049,2015-07-18
SKT,SBE,20,5,0,1,5,20,3,0,45700,34900,47,13,3,1,2,1,KR,KR,12758,2015-11-10
LMQ,T8,12,24,0,0,24,12,0,0,59989,80191,30,46,0,0,2,1,US,US,1452,2014-03-09
LGD,VG,21,12,1,0,12,21,3,2,69258,56677,55,37,11,4,1,1,CN,CN,2546,2015-08-09
Newbee,VG,24,19,0,0,19,24,1,4,74258,72053,76,56,8,6,2,0,CN,CN,2500,2015-07-05
MC,CF,15,1,1,0,1,15,3,0,50237,30832,20,2,8,0,2,0,EU,EU,1290,2014-11-24
Anarchy,SSG,18,9,1,0,9,18,2,2,70304,54602,42,20,8,2,1,2,,KR,11046,2015-07-17
IG,WE,9,17,0,2,17,9,1,5,61894,73194,22,56,5,8,0,2,CN,CN,2544,2015-08-08
M3,SS,8,11,0,1,11,8,2,4,64476,72263,16,30,4,8,0,2,CN,CN,2482,2015-06-27
VG,UP,24,17,1,0,17,24,3,0,64900,54900,46,45,8,6,2,0,CN,CN,12806,2015-11-29
SS,IG,26,9,1,0,9,26,4,0,66900,47400,63,18,10,2,3,2,CN,CN,11695,2015-07-12
BBQ,H2K,12,3,0,0,3,12,4,0,56700,48100,33,6,8,3,2,1,KR,EU,13036,2015-12-20
SSB,CJE,6,18,0,0,18,6,0,0,37077,54762,11,30,0,0,3,1,KR,KR,1628,2014-04-18
UP,LGD,23,13,2,0,13,23,5,1,78230,68178,55,39,5,5,1,1,CN,CN,2483,2015-06-27
Newbee,KNG,16,23,0,1,23,17,2,3,71960,77437,49,68,7,9,1,1,CN,CN,2503,2015-07-17
Newbee,KXH,9,22,0,0,22,10,1,4,51200,62600,18,43,2,6,3,1,CN,CN,10679,2015-06-08
EDG,OMG,18,8,1,0,9,18,2,0,55300,43600,52,21,8,1,3,0,CN,CN,10699,2015-07-12
VG,EDG,19,4,2,0,4,19,4,1,73737,58502,68,12,9,3,1,1,CN,CN,2484,2015-06-27
SS,WE,11,5,0,0,5,11,0,0,76572,68980,29,8,0,0,2,1,CN,CN,13506,2016-01-29
CA,CST,24,30,1,1,30,24,2,4,80596,88478,55,92,3,9,3,1,US,US,1283,2014-12-13
FNC,UOL,16,2,1,0,2,16,2,0,54307,34208,36,8,11,0,3,0,EU,EU,12081,2015-08-16
WE,SS,33,27,1,1,28,33,4,3,83800,87400,101,84,7,7,2,0,CN,CN,12687,2015-11-29
AHQ,TPA,21,6,1,0,6,21,5,0,72827,59424,64,17,9,4,3,0,TW,TW,1149,2015-04-11
LGD,Newbee,16,30,0,1,30,16,2,3,60226,70730,41,71,4,10,1,1,CN,CN,2485,2015-06-28
Newbee,BBQ,17,6,2,0,6,17,2,2,78000,64500,45,11,11,2,2,3,CN,KR,13037,2015-12-21
RNG,2144D,8,14,0,0,14,8,0,0,53774,60674,22,43,0,0,3,2,CN,CN,12266,2015-08-12
SS,VG,13,1,0,0,1,13,3,0,51188,40788,33,1,8,2,1,1,CN,CN,2517,2015-07-25
SSG,JAG,5,8,0,2,8,5,5,1,68084,75744,18,15,7,8,1,2,KR,KR,11057,2015-07-29
VG,RNG,13,15,1,0,15,13,3,2,71234,67023,30,34,11,5,1,1,CN,CN,2538,2015-08-07
KNG,EDG,9,16,1,1,16,9,2,4,84046,92575,16,49,5,9,1,1,CN,CN,2486,2015-06-28
LGD,EDG,12,22,0,1,22,12,0,4,50689,64787,30,56,3,5,0,2,CN,CN,2504,2015-07-17
FSN,CA,22,8,1,0,8,22,4,0,62659,52996,52,17,6,4,1,3,US,US,1284,2014-12-14
UP,WE,22,11,1,0,11,22,3,61,73597,61215,68,30,9,1,2,0,CN,CN,2547,2015-08-09
KNG,GT,12,3,0,0,3,12,3,1,56800,44500,36,5,8,3,3,2,CN,CN,10680,2015-06-15
UP,EDG,0,11,0,1,11,0,0,3,28866,41355,0,28,1,4,0,2,CN,CN,2539,2015-08-07
PRO,vVv,12,8,0,0,8,12,0,0,71847,67661,36,16,0,0,1,2,US,US,1453,2014-03-10
T8,IMG,8,3,1,0,3,8,4,0,55556,46786,29,10,8,3,3,1,US,US,12499,2015-09-07
AG,MAG,1,13,0,1,13,1,1,3,39421,51846,1,32,2,7,0,2,US,US,2312,2015-05-28
OMG,EDG,4,18,0,2,18,6,0,5,58649,74975,8,51,5,10,0,2,CN,CN,2548,2015-08-09
F5,CST,13,9,2,0,9,13,4,0,60934,52876,32,30,9,6,1,3,US,US,1285,2014-12-14
IG,LGD,2,9,0,1,9,2,1,3,32071,43040,4,21,1,6,1,1,CN,CN,2540,2015-08-07
IMiracle,CJE,7,29,0,1,29,7,1,3,47319,68380,22,91,1,10,0,2,KR,KR,2402,2015-06-24
AHQ,TPA,10,26,0,2,26,10,2,2,66678,78551,27,75,7,8,1,1,TW,TW,4840,2015-07-12
SSB,SSW,11,27,0,2,27,11,1,4,46567,67934,24,58,2,10,0,3,KR,KR,1421,2014-10-11
VG,OMG,15,2,1,0,2,15,4,0,62963,50215,49,4,7,2,3,1,CN,CN,12281,2015-08-12
KT,SKT,10,21,0,3,21,10,1,3,55159,74434,21,57,2,10,0,2,KR,KR,2403,2015-06-24
CLR,CA,6,16,0,0,16,6,0,0,56494,68479,19,35,0,0,0,2,US,US,1454,2014-03-14
AHQ,FW,7,15,0,1,15,7,1,3,45560,56913,24,41,2,8,3,1,TW,TW,1150,2015-04-12
SBE,Anarchy,20,6,1,0,6,20,5,0,70489,57112,57,17,10,6,1,2,KR,,2404,2015-06-25
ODY,FCN,22,8,1,0,8,22,3,0,59177,41775,36,17,9,1,2,1,US,US,2313,2015-05-28
CLB,C9T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,US,,1455,2014-03-14
TL,TSM,11,19,0,2,19,11,2,3,77593,85997,27,56,5,11,1,3,US,US,12152,2015-08-17
JAG,KDM,22,11,1,0,11,22,3,1,69206,58142,56,22,10,3,2,0,KR,KR,2405,2015-06-25
KDM,SKT,19,16,1,0,16,19,1,3,67369,61388,48,28,8,3,1,2,KR,KR,11071,2015-08-12
LMQ,vVv,13,3,0,0,3,13,0,0,45302,28345,27,6,0,0,2,0,US,US,1456,2014-03-23
IMiracle,KDM,21,9,0,1,10,21,5,1,76518,66609,54,20,9,3,1,2,KR,KR,11047,2015-07-17
EDG,SS,16,10,1,0,10,16,2,2,68600,65300,37,29,9,4,3,2,CN,CN,12889,2015-11-21
UP,2144,21,6,1,0,6,21,2,1,56800,40600,42,8,7,3,3,1,CN,CN,10681,2015-06-15
RNG,VG,23,7,1,0,7,23,4,0,61400,46800,59,14,10,3,2,0,CN,CN,12930,2015-12-17
VG,M3,21,6,0,0,6,21,0,0,39371,26737,44,9,0,0,2,0,CN,CN,1055,2015-04-12
CA,C9T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,US,,1457,2014-03-24
SSB,JAF,26,10,0,0,10,26,0,0,74079,58404,78,22,0,0,2,0,KR,KR,1615,2014-03-19
UP,VG,28,26,0,3,26,28,2,3,79229,80419,81,68,5,7,0,2,CN,CN,2525,2015-07-31
G2d,TS,30,9,0,0,9,30,1,2,56616,39425,65,14,9,1,2,0,EU,EU,1291,2014-11-23
EDG,WE.F,18,9,1,0,9,18,3,1,58000,46900,40,22,9,4,3,1,CN,CN,10685,2015-06-22
CGE,AHQ,3,20,0,0,20,3,0,2,31494,48709,5,33,1,11,0,2,TW,TW,13946,2016-01-29
EDG,WE,19,5,0,0,5,20,0,0,60795,46599,60,15,0,0,3,2,CN,CN,1056,2015-04-14
M3,WE,6,18,0,2,18,6,1,4,61400,79500,14,48,3,9,0,3,CN,CN,10686,2015-06-22
SS,LD,3,19,0,1,19,3,0,4,54400,69700,4,39,0,2,0,2,CN,CN,12932,2015-12-17
TE,NF,15,12,2,2,12,15,3,3,91979,86882,45,27,9,8,1,2,EU,EU,1292,2014-11-23
IG,RNG,3,12,0,1,12,3,0,3,38700,48300,7,15,2,11,3,1,CN,CN,10687,2015-06-22
SSG,CJE,9,11,1,1,11,9,3,2,75536,82417,15,29,6,10,2,1,KR,KR,11072,2015-08-12
LD,RNG,15,15,0,1,16,15,3,1,79600,82300,36,42,6,8,0,3,CN,CN,12933,2015-12-19
VG,IG,13,3,0,0,3,13,0,0,73181,59914,50,8,0,0,1,3,CN,CN,1057,2015-04-15
VG,YG,20,14,2,0,14,20,4,0,67600,55400,52,38,9,3,3,1,CN,CN,10688,2015-06-22
UP,WE,5,10,0,0,10,6,0,0,36121,44929,7,23,0,0,0,3,CN,CN,12267,2015-08-13
FSN,CST,35,24,4,0,24,35,6,2,103932,81791,72,71,11,4,2,3,US,US,1286,2014-12-15
RNG,GT,20,4,0,0,4,20,3,0,52100,38400,41,16,8,1,3,1,CN,CN,12935,2015-12-20
UP,KNG,21,11,1,0,11,21,2,2,69129,56712,52,27,9,4,1,1,CN,CN,2541,2015-08-08
RYL,OMG,20,15,2,0,15,20,2,3,78892,68610,55,35,9,3,3,2,CN,CN,1422,2014-10-12
MIL,GIA,22,13,2,0,13,22,1,3,65501,60275,56,29,10,5,1,2,EU,EU,1293,2014-12-01
HKE,TPA,13,24,0,1,24,13,3,1,61905,74997,28,61,4,8,1,1,HK,TW,13947,2016-01-29
